analysis_id,probe_of_analysis_id,scope,batch_id,evidence_id,corpus,text,source_file,doc_id,chunk_id,country,heading_context,native_topic,topic_code,topic_space,causal_hint
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_005471,policy,"Responsible Use: A culture of responsible AI use will be fostered through engaging Students in conversations about data privacy, bias, safeguarding, and the social impact of AI..",markdown/cleaned/policy/ireland/AI+Policy+June+2025.md,policy_ai_policy_june_2025,policy_ai_policy_june_2025_chunk_0012,ireland,16. Misusing AI,6.0,P6,policy,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_015277,policy,"Therefore, there is a pressing need to develop effective strategies to detect and address hallucinations in the context of synthetic data generation, ensuring the reliability and authenticity of the output.",markdown/cleaned/policy/ireland/Using_Generative_AI.md,policy_using_generative_ai,policy_using_generative_ai_chunk_0012,ireland,Synthetic data,0.0,P0,policy,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_020667,sentiment,"It is within this framework that the Centre de recherche pour l'étude et l'observation des conditions de vie (CREDOC) and the Centre de recherche sur l'éducation, les apprentissages et la didactique.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_ad.md,sentiment_synthetic_sentiment_public_sentiment_ad,sentiment_synthetic_sentiment_public_sentiment_ad_chunk_0004,synthetic_probe,"Public sentiment on privacy, assessment and AI",5.0,S5,sentiment,False
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_000030,policy,A more likely outcome is that widespread AI adoption will strengthen the far right.,markdown/cleaned/policy/ireland/2025-11-18_opening-statement-dr-dan-mcquillan-senior-lecturer-in-critical-ai-goldsmiths-university-of-london_en.md,policy_2025_11_18_opening_statement_dr_dan_mcquillan_senior_lecturer_in_critical_ai_goldsmiths_university_of_london_en,policy_2025_11_18_opening_statement_dr_dan_mcquillan_senior_lecturer_in_critical_ai_goldsmiths_university_of_london_en_chunk_0003,ireland,Recommendations,8.0,P8,policy,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_000518,policy,"The system will allow officers to ask questions related to the processing of passports, which 'Finn' will answer by pulling from the Passport Service's policies and procedural documents.",markdown/cleaned/policy/ireland/2026-01-20_opening-statement-sile-maguire-director-general-of-corporate-services-division-et-al-department-of-foreign-affairs-and-trade_en.md,policy_2026_01_20_opening_statement_sile_maguire_director_general_of_corporate_services_division_et_al_department_of_foreign_affairs_and_trade_en,policy_2026_01_20_opening_statement_sile_maguire_director_general_of_corporate_services_division_et_al_department_of_foreign_affairs_and_trade_en_chunk_0004,ireland,Opening Statement,8.0,P8,policy,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_014505,policy,"Referencing of Artificial Intelligence sources If you use Artificial Intelligence sources in any assessment, you must acknowledge this clearly and explicitly in the work you submit to your Teacher/Tutor.",markdown/cleaned/policy/ireland/Ratified-AI-in-Assessment-Guidelines-for-Learners-v1.1.md,policy_ratified_ai_in_assessment_guidelines_for_learners_v1_1,policy_ratified_ai_in_assessment_guidelines_for_learners_v1_1_chunk_0007,ireland,5. Referencing of Artificial Intelligence sources,0.0,P0,policy,False
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_020598,sentiment,A sensible approach would start from the idea that involving youth organisations in formal consultation processes - data do not indicate clearly that youth organisations contributed to past consultations on AI frameworks.,markdown/synthetic/sentiment/mds/sentiment_public_sentiment_ac.md,sentiment_synthetic_sentiment_public_sentiment_ac,sentiment_synthetic_sentiment_public_sentiment_ac_chunk_0001,synthetic_probe,Public views on AI literacy and digital education,3.0,S3,sentiment,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_008483,policy,"Continue to support the development and dissemination of high quality resources to promote the safe, responsible and ethical use of the internet and digital technology, informed by national and international policy and best practice.",markdown/cleaned/policy/ireland/digital-strategy-implementation-plan.md,policy_digital_strategy_implementation_plan,policy_digital_strategy_implementation_plan_chunk_0013,ireland,"Pillar 3 Looking to the future: policy, research and digital leadership",5.0,P5,policy,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_007788,policy,"Progressing the use of digital technologies in teaching, learning and assessment and supporting every learner to develop necessary digital skills will be a key element of achieving this national aim.",markdown/cleaned/policy/ireland/digital-strategy-for-schools-to-2027.md,policy_digital_strategy_for_schools_to_2027,policy_digital_strategy_for_schools_to_2027_chunk_0016,ireland,Harnessing Digital: The Digital Ireland Framework 5,5.0,P5,policy,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_020522,sentiment,"A sensible approach would start from the idea that deng, R., Benckendorff, P., & Gannaway, D.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_aa.md,sentiment_synthetic_sentiment_public_sentiment_aa,sentiment_synthetic_sentiment_public_sentiment_aa_chunk_0002,synthetic_probe,Public views on AI literacy and digital education,7.0,S7,sentiment,False
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_020527,sentiment,"Numbers/percentages of teachers who agreed with the provided statement about their awareness of AI ethical, security and other issues - My concern is that on a larger societal scale, AI technologies are expected to contribute to efficiency and improved quality of health and public services systems.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_aa.md,sentiment_synthetic_sentiment_public_sentiment_aa,sentiment_synthetic_sentiment_public_sentiment_aa_chunk_0003,synthetic_probe,Public views on AI literacy and digital education,,nan,nan,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_013306,policy,"It concludes with recommendations on where policy, laws and regulations should be strengthened from a children's rights perspective.",markdown/cleaned/policy/ireland/OCO-AI-Policy-Spotlight-report-.md,policy_oco_ai_policy_spotlight_report,policy_oco_ai_policy_spotlight_report_chunk_0012,ireland,1. Introduction,1.0,P1,policy,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_020632,sentiment,"A sensible approach would start from the idea that while many see the newly introduced AACs at senior cycle as an attempt to reduce exam pressure (they won't), they are part of a pedagogic move away from content and towards skills.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_ad.md,sentiment_synthetic_sentiment_public_sentiment_ad,sentiment_synthetic_sentiment_public_sentiment_ad_chunk_0001,synthetic_probe,"Public sentiment on privacy, assessment and AI",6.0,S6,sentiment,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_014229,policy,It treats children as rights holders rather than as objects that need assistance.,markdown/cleaned/policy/ireland/OCO-AI-Policy-Spotlight-report-.md,policy_oco_ai_policy_spotlight_report,policy_oco_ai_policy_spotlight_report_chunk_0119,ireland,Adopt a child rights-based approach,1.0,P1,policy,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_020544,sentiment,"It proposes to 'explore and promote the use of innovative and alternative forms of democratic participation, e.g.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_aa.md,sentiment_synthetic_sentiment_public_sentiment_aa,sentiment_synthetic_sentiment_public_sentiment_aa_chunk_0004,synthetic_probe,Public views on AI literacy and digital education,4.0,S4,sentiment,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_020508,sentiment,"For me, the important point is that aI as a challenge for youth and fundamental rights - research published in recent years showcases an increasing number of situations in which AI technologies have led to social harms, especially by perpetrating historic biases, amplifying polarisation and accumulated disadvantages.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_aa.md,sentiment_synthetic_sentiment_public_sentiment_aa,sentiment_synthetic_sentiment_public_sentiment_aa_chunk_0001,synthetic_probe,Public views on AI literacy and digital education,4.0,S4,sentiment,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_000797,policy,"Finally, in addition to access issues, because of the monetary cost of the access and usage fees charged by technology companies, currently the generative AI support for the Irish language is very limited creating an unfortunate divide for Gaelscoileanna.",markdown/cleaned/policy/ireland/ai-advisory-council-ai-on-education-paper.md,policy_ai_advisory_council_ai_on_education_paper,policy_ai_advisory_council_ai_on_education_paper_chunk_0004,ireland,Background,0.0,P0,policy,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_020596,sentiment,"A sensible approach would start from the idea that the participants recruited in all Member States, except in Germany, were not restricted to any specific regional or local education system, allowing for a diverse range of perspectives and experiences to be covered.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_ac.md,sentiment_synthetic_sentiment_public_sentiment_ac,sentiment_synthetic_sentiment_public_sentiment_ac_chunk_0001,synthetic_probe,Public views on AI literacy and digital education,3.0,S3,sentiment,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_020545,sentiment,digital democracy tools and facilitate access in order to support youth.,markdown/synthetic/sentiment/mds/sentiment_public_sentiment_aa.md,sentiment_synthetic_sentiment_public_sentiment_aa,sentiment_synthetic_sentiment_public_sentiment_aa_chunk_0004,synthetic_probe,Public views on AI literacy and digital education,4.0,S4,sentiment,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_020656,sentiment,I would support this when new opportunities for data analysis and improved policy responses - AI is also an opportunity for data and policy analysis in the youth sector.,markdown/synthetic/sentiment/mds/sentiment_public_sentiment_ad.md,sentiment_synthetic_sentiment_public_sentiment_ad,sentiment_synthetic_sentiment_public_sentiment_ad_chunk_0003,synthetic_probe,"Public sentiment on privacy, assessment and AI",7.0,S7,sentiment,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_020535,sentiment,"Ultimately, such governance will help ensure that AIED moves beyond narrow technological dimensions to protect human rights, democracy, and social agency.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_aa.md,sentiment_synthetic_sentiment_public_sentiment_aa,sentiment_synthetic_sentiment_public_sentiment_aa_chunk_0003,synthetic_probe,Public views on AI literacy and digital education,,nan,nan,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_005561,policy,Staff shall encourage students to express their ideas innovatively while respecting academic standards.,markdown/cleaned/policy/ireland/AI+Policy+June+2025.md,policy_ai_policy_june_2025,policy_ai_policy_june_2025_chunk_0019,ireland,21. Ethics &amp; Plagiarism,7.0,P7,policy,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_000267,policy,Finland 's experience may provide a good starting point as the State looks to get undertake this sizable exercise in information provision.,markdown/cleaned/policy/ireland/2025-12-16_first-interim-report_en.md,policy_2025_12_16_first_interim_report_en,policy_2025_12_16_first_interim_report_en_chunk_0023,ireland,"2.4 Information, awareness and capacity building",8.0,P8,policy,False
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_000448,policy,"Over 25 years ago, Revenue 's Online Service, ROS, was launched which allowed taxpayers file returns and make payments online.",markdown/cleaned/policy/ireland/2026-01-20_opening-statement-ruth-kennedy-revenue-commissioner-et-al-office-of-the-revenue-commissioners_en.md,policy_2026_01_20_opening_statement_ruth_kennedy_revenue_commissioner_et_al_office_of_the_revenue_commissioners_en,policy_2026_01_20_opening_statement_ruth_kennedy_revenue_commissioner_et_al_office_of_the_revenue_commissioners_en_chunk_0001,ireland,"Opening Statement of Ruth Kennedy, Revenue Commissioner, to the Joint Committee on Artificial Intelligence on 20 January 2026.",8.0,P8,policy,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_020509,sentiment,"Some of the causes of such harms have been connected to insufficient testing, lack of ethical or legal standards, or lack of information.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_aa.md,sentiment_synthetic_sentiment_public_sentiment_aa,sentiment_synthetic_sentiment_public_sentiment_aa_chunk_0001,synthetic_probe,Public views on AI literacy and digital education,4.0,S4,sentiment,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_020672,sentiment,"Sentences such as 'The teacher reviews these outputs carefully, adapting them to the student's individual needs and school context before implementation' capture the assumption that while the teacher will use AI to 'support teaching.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_ad.md,sentiment_synthetic_sentiment_public_sentiment_ad,sentiment_synthetic_sentiment_public_sentiment_ad_chunk_0004,synthetic_probe,"Public sentiment on privacy, assessment and AI",5.0,S5,sentiment,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_000058,policy,This necessitates focusing attention on forms of AI that are sufficiently transparent in both regards to address the needs of public accountability.,markdown/cleaned/policy/ireland/2025-11-18_opening-statement-dr-deepak-padmanabhan-senior-lecturer-in-computer-science-at-the-school-of-electronics-electrical-engineering-and-computer-science-et-al-queens-university-belfast_en.md,policy_2025_11_18_opening_statement_dr_deepak_padmanabhan_senior_lecturer_in_computer_science_at_the_school_of_electronics_electrical_engineering_and_computer_science_et_al_queens_university_belfast_en,policy_2025_11_18_opening_statement_dr_deepak_padmanabhan_senior_lecturer_in_computer_science_at_the_school_of_electronics_electrical_engineering_and_computer_science_et_al_queens_university_belfast_en_chunk_0002,ireland,AI leading to changing modes of decision-making and accountability,8.0,P8,policy,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_000057,policy,"Different forms of AI present different challenges to this, but essentially there are issues concerning how information is generated, and how it is used.",markdown/cleaned/policy/ireland/2025-11-18_opening-statement-dr-deepak-padmanabhan-senior-lecturer-in-computer-science-at-the-school-of-electronics-electrical-engineering-and-computer-science-et-al-queens-university-belfast_en.md,policy_2025_11_18_opening_statement_dr_deepak_padmanabhan_senior_lecturer_in_computer_science_at_the_school_of_electronics_electrical_engineering_and_computer_science_et_al_queens_university_belfast_en,policy_2025_11_18_opening_statement_dr_deepak_padmanabhan_senior_lecturer_in_computer_science_at_the_school_of_electronics_electrical_engineering_and_computer_science_et_al_queens_university_belfast_en_chunk_0002,ireland,AI leading to changing modes of decision-making and accountability,8.0,P8,policy,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_014482,policy,"Canva: Canva is an online graphic design platform, which is capable of generating lifelike images using Artificial Intelligence.",markdown/cleaned/policy/ireland/Ratified-AI-in-Assessment-Guidelines-for-Learners-v1.1.md,policy_ratified_ai_in_assessment_guidelines_for_learners_v1_1,policy_ratified_ai_in_assessment_guidelines_for_learners_v1_1_chunk_0003,ireland,3. Artificial Intelligence in Education,0.0,P0,policy,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_015235,policy,The paper stated that generative AI allows for a potential decrease in workload thereby allowing more time for teachers.,markdown/cleaned/policy/ireland/Using_Generative_AI.md,policy_using_generative_ai,policy_using_generative_ai_chunk_0008,ireland,Impact on education,6.0,P6,policy,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_000031,policy,"I urge the committee to see AI as a symptom rather than a cause, and to use it as a diagnostic for the underlying problems of a system that needs restructuring for the benefit of people and planet.",markdown/cleaned/policy/ireland/2025-11-18_opening-statement-dr-dan-mcquillan-senior-lecturer-in-critical-ai-goldsmiths-university-of-london_en.md,policy_2025_11_18_opening_statement_dr_dan_mcquillan_senior_lecturer_in_critical_ai_goldsmiths_university_of_london_en,policy_2025_11_18_opening_statement_dr_dan_mcquillan_senior_lecturer_in_critical_ai_goldsmiths_university_of_london_en_chunk_0003,ireland,Recommendations,8.0,P8,policy,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_020607,sentiment,This is already visible in the spread of AI-driven recruitment applications that offer employers the possibility to automate the selection of applicants.,markdown/synthetic/sentiment/mds/sentiment_public_sentiment_ac.md,sentiment_synthetic_sentiment_public_sentiment_ac,sentiment_synthetic_sentiment_public_sentiment_ac_chunk_0002,synthetic_probe,Public views on AI literacy and digital education,0.0,S0,sentiment,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_020669,sentiment,I think this matters because the perspectives and experiences of participants in this study helped us identify the following competences as essential for the future of the teaching profession at the secondary education level: - My concern is that .,markdown/synthetic/sentiment/mds/sentiment_public_sentiment_ad.md,sentiment_synthetic_sentiment_public_sentiment_ad,sentiment_synthetic_sentiment_public_sentiment_ad_chunk_0004,synthetic_probe,"Public sentiment on privacy, assessment and AI",5.0,S5,sentiment,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_009898,policy,GenAI suggests differentiated activities and practical classroom supports tailored to the lesson and broad goals of the L2LP.,markdown/cleaned/policy/ireland/Guidance_on_Artificial_Intelligence_in_Schools_2025.md,policy_guidance_on_artificial_intelligence_in_schools_2025,policy_guidance_on_artificial_intelligence_in_schools_2025_chunk_0028,ireland,Teaching and Learning,5.0,P5,policy,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_020597,sentiment,"However, in the case of Germany, the research participants were recruited exclusively from the federal state of Baden-Württemberg, due to the country's complex federal structure and the significant.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_ac.md,sentiment_synthetic_sentiment_public_sentiment_ac,sentiment_synthetic_sentiment_public_sentiment_ac_chunk_0001,synthetic_probe,Public views on AI literacy and digital education,3.0,S3,sentiment,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_020619,sentiment,The Problem With Bias: Allocative Versus Representational Harms in Machine Learning .,markdown/synthetic/sentiment/mds/sentiment_public_sentiment_ac.md,sentiment_synthetic_sentiment_public_sentiment_ac,sentiment_synthetic_sentiment_public_sentiment_ac_chunk_0003,synthetic_probe,Public views on AI literacy and digital education,6.0,S6,sentiment,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_020532,sentiment,I think this matters because the first thing we asked the YAP was 'What is AI?',markdown/synthetic/sentiment/mds/sentiment_public_sentiment_aa.md,sentiment_synthetic_sentiment_public_sentiment_aa,sentiment_synthetic_sentiment_public_sentiment_aa_chunk_0003,synthetic_probe,Public views on AI literacy and digital education,,nan,nan,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_020633,sentiment,"In the process, how we assess students has had to change from terminal exams, based on how much information you can cram into your head, to project-based work that is supposed to test your problem-solving, critical thinking, etc.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_ad.md,sentiment_synthetic_sentiment_public_sentiment_ad,sentiment_synthetic_sentiment_public_sentiment_ad_chunk_0001,synthetic_probe,"Public sentiment on privacy, assessment and AI",6.0,S6,sentiment,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_000431,policy,CIB's Digital Content team is monitoring the accuracy and appropriateness of the responses generated by AskCI.,markdown/cleaned/policy/ireland/2026-01-20_opening-statement-graham-long-chief-executive-et-al-citizens-information-board_en.md,policy_2026_01_20_opening_statement_graham_long_chief_executive_et_al_citizens_information_board_en,policy_2026_01_20_opening_statement_graham_long_chief_executive_et_al_citizens_information_board_en_chunk_0002,ireland,Meeting of 20 January 2026,0.0,P0,policy,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_000236,policy,Policymakers have a responsibility and the power to ensure that AI is a force for good.,markdown/cleaned/policy/ireland/2025-12-16_first-interim-report_en.md,policy_2025_12_16_first_interim_report_en,policy_2025_12_16_first_interim_report_en_chunk_0020,ireland,2.2 AI as a tool we can shape,8.0,P8,policy,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_007201,policy,explore approaches and strategies to integrate AI tools in the RE classroom to enhance learning and teaching.,markdown/cleaned/policy/ireland/AI-to-Support-Learning-and-Teaching-in-the-RE-Classroom.md,policy_ai_to_support_learning_and_teaching_in_the_re_classroom,policy_ai_to_support_learning_and_teaching_in_the_re_classroom_chunk_0001,ireland,"During this PLE, we will:",1.0,P1,policy,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_020665,sentiment,"I am cautious because in , the Digital Society Program of the French National Agency for Territorial Cohesion (ANCT), has launched a consultation for the production of a series of studies on the state of the art of the French digital society.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_ad.md,sentiment_synthetic_sentiment_public_sentiment_ad,sentiment_synthetic_sentiment_public_sentiment_ad_chunk_0003,synthetic_probe,"Public sentiment on privacy, assessment and AI",7.0,S7,sentiment,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_008477,policy,"Research, establish and make available technical support solutions that are appropriate to and accessible for all schools Provide procurement mechanisms for schools, by working with relevant stakeholders, with comprehensive and easy to navigate guidance and support on procurement including how to access those mechanisms, which will assist schools in the purchase of equipment and services aligned to digital learning planning.",markdown/cleaned/policy/ireland/digital-strategy-implementation-plan.md,policy_digital_strategy_implementation_plan,policy_digital_strategy_implementation_plan_chunk_0010,ireland,Pillar 2 Digital Technology Infrastructure,5.0,P5,policy,True
ireland__batch_02__synthetic_probe,ireland__batch_02,ireland,2,clean_sentence_014556,policy,"Remember that Turnitin and other plagiarism detection software can identify AI-generated answers most of the time, so malpractice is likely to be found out.",markdown/cleaned/policy/ireland/Ratified-AI-in-Assessment-Guidelines-for-Learners-v1.1.md,policy_ratified_ai_in_assessment_guidelines_for_learners_v1_1,policy_ratified_ai_in_assessment_guidelines_for_learners_v1_1_chunk_0013,ireland,7. Summary of Advice for Learners,0.0,P0,policy,True
ireland__batch_03__synthetic_probe,ireland__batch_03,ireland,3,clean_sentence_020705,sentiment,I would support this when an overview of this is outlined in Figure and a summary of each of the main points raised by the teachers is outlined below.,markdown/synthetic/sentiment/mds/sentiment_public_sentiment_ae.md,sentiment_synthetic_sentiment_public_sentiment_ae,sentiment_synthetic_sentiment_public_sentiment_ae_chunk_0003,synthetic_probe,Public discussion on responsible AI in education,6.0,S6,sentiment,True
ireland__batch_03__synthetic_probe,ireland__batch_03,ireland,3,clean_sentence_000242,policy,Discussions and decisions in relation to AI should be rooted in human rights and equality considerations and should reflect the values we want enshrined on our society.,markdown/cleaned/policy/ireland/2025-12-16_first-interim-report_en.md,policy_2025_12_16_first_interim_report_en,policy_2025_12_16_first_interim_report_en_chunk_0020,ireland,2.2 AI as a tool we can shape,8.0,P8,policy,False
ireland__batch_03__synthetic_probe,ireland__batch_03,ireland,3,clean_sentence_020696,sentiment,"What are the prevalent themes of hope and fear towards AI in the public discourse in Dublin, Cork, and Limerick, and how do they contribute to the dominant narratives within the Republic of Ireland?",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_ae.md,sentiment_synthetic_sentiment_public_sentiment_ae,sentiment_synthetic_sentiment_public_sentiment_ae_chunk_0003,synthetic_probe,Public discussion on responsible AI in education,6.0,S6,sentiment,True
ireland__batch_03__synthetic_probe,ireland__batch_03,ireland,3,clean_sentence_000026,policy,"I suggest that the committee avoid misleading responses to this state of affairs, such as the idea of AI sovereignty.",markdown/cleaned/policy/ireland/2025-11-18_opening-statement-dr-dan-mcquillan-senior-lecturer-in-critical-ai-goldsmiths-university-of-london_en.md,policy_2025_11_18_opening_statement_dr_dan_mcquillan_senior_lecturer_in_critical_ai_goldsmiths_university_of_london_en,policy_2025_11_18_opening_statement_dr_dan_mcquillan_senior_lecturer_in_critical_ai_goldsmiths_university_of_london_en_chunk_0003,ireland,Recommendations,8.0,P8,policy,True
ireland__batch_03__synthetic_probe,ireland__batch_03,ireland,3,clean_sentence_008016,policy,"It holds that improving the quality of students' learning should be the main driver of teaching, learning and assessment.",markdown/cleaned/policy/ireland/digital-strategy-for-schools-to-2027.md,policy_digital_strategy_for_schools_to_2027,policy_digital_strategy_for_schools_to_2027_chunk_0048,ireland,1.10. Planning for Digital and the Digital Learning Framework,5.0,P5,policy,True
ireland__batch_03__synthetic_probe,ireland__batch_03,ireland,3,clean_sentence_007201,policy,explore approaches and strategies to integrate AI tools in the RE classroom to enhance learning and teaching.,markdown/cleaned/policy/ireland/AI-to-Support-Learning-and-Teaching-in-the-RE-Classroom.md,policy_ai_to_support_learning_and_teaching_in_the_re_classroom,policy_ai_to_support_learning_and_teaching_in_the_re_classroom_chunk_0001,ireland,"During this PLE, we will:",1.0,P1,policy,True
ireland__batch_03__synthetic_probe,ireland__batch_03,ireland,3,clean_sentence_009868,policy,The teacher u ti lises GenAI to produce model conversations at varying levels of complexity as well as sentence starters and vocabulary lists.,markdown/cleaned/policy/ireland/Guidance_on_Artificial_Intelligence_in_Schools_2025.md,policy_guidance_on_artificial_intelligence_in_schools_2025,policy_guidance_on_artificial_intelligence_in_schools_2025_chunk_0026,ireland,· Assis ti,5.0,P5,policy,True
ireland__batch_03__synthetic_probe,ireland__batch_03,ireland,3,clean_sentence_007217,policy,57% of children said the help they received with AI from their parents or teachers had been “none” or “not too much”.,markdown/cleaned/policy/ireland/AI-to-Support-Learning-and-Teaching-in-the-RE-Classroom.md,policy_ai_to_support_learning_and_teaching_in_the_re_classroom,policy_ai_to_support_learning_and_teaching_in_the_re_classroom_chunk_0004,ireland,Parents' conversations and concerns about children using AI,1.0,P1,policy,True
ireland__batch_03__synthetic_probe,ireland__batch_03,ireland,3,clean_sentence_000521,policy,"While the opportunities offered by AI to potentially improve our public services are significant, we are highly aware that so too are the risks.",markdown/cleaned/policy/ireland/2026-01-20_opening-statement-sile-maguire-director-general-of-corporate-services-division-et-al-department-of-foreign-affairs-and-trade_en.md,policy_2026_01_20_opening_statement_sile_maguire_director_general_of_corporate_services_division_et_al_department_of_foreign_affairs_and_trade_en,policy_2026_01_20_opening_statement_sile_maguire_director_general_of_corporate_services_division_et_al_department_of_foreign_affairs_and_trade_en_chunk_0004,ireland,Opening Statement,8.0,P8,policy,True
ireland__batch_03__synthetic_probe,ireland__batch_03,ireland,3,clean_sentence_020261,sentiment,"Even if data do not allow for a precise identification of all the organisations or target groups involved, at first sight, these initiatives seem dominated by representatives of academia, think tanks and other specialists with specific backgrounds in technology or law.",markdown/synthetic/sentiment/mds/sentiment_press_release_at.md,sentiment_synthetic_sentiment_press_release_at,sentiment_synthetic_sentiment_press_release_at_chunk_0003,synthetic_probe,Press release on artificial intelligence and education,3.0,S3,sentiment,True
ireland__batch_03__synthetic_probe,ireland__batch_03,ireland,3,clean_sentence_020240,sentiment,"Public confidence depends on teacher training, public policy and AI tools.",markdown/synthetic/sentiment/mds/sentiment_press_release_at.md,sentiment_synthetic_sentiment_press_release_at,sentiment_synthetic_sentiment_press_release_at_chunk_0001,synthetic_probe,Press release on artificial intelligence and education,6.0,S6,sentiment,True
ireland__batch_03__synthetic_probe,ireland__batch_03,ireland,3,clean_sentence_015188,policy,The leading developers are free to conduct responsible AI benchmarking as they see fit which complicates efforts to systematically compare the risks and limitations of top AI models.,markdown/cleaned/policy/ireland/Using_Generative_AI.md,policy_using_generative_ai,policy_using_generative_ai_chunk_0002,ireland,The emerging Generative AI landscape,6.0,P6,policy,True
ireland__batch_03__synthetic_probe,ireland__batch_03,ireland,3,clean_sentence_020247,sentiment,"Chi-Squared tests employed in the correlation analyses indicate that respondents between the ages of - are the most fearful, likely owing to concerns about job security and the impact of AI on their futures.",markdown/synthetic/sentiment/mds/sentiment_press_release_at.md,sentiment_synthetic_sentiment_press_release_at,sentiment_synthetic_sentiment_press_release_at_chunk_0002,synthetic_probe,Press release on artificial intelligence and education,6.0,S6,sentiment,True
ireland__batch_03__synthetic_probe,ireland__batch_03,ireland,3,clean_sentence_020885,sentiment,"At policy level, there is a need to promote the inclusion of GenAI into AI literacy efforts, curricular updates, teacher education, and professional development for educators.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_ai.md,sentiment_synthetic_sentiment_public_sentiment_ai,sentiment_synthetic_sentiment_public_sentiment_ai_chunk_0003,synthetic_probe,Public views on AI literacy and digital education,3.0,S3,sentiment,True
